accident_number,date,time,year,street1,street2,road_class,district,latitude,longitude,x,y,accident_location,traffctl,visibility,light,road_surface_condition,hood_158,neighbourhood_new,hood_140,neighbourhood_old,accident_class,pedestrian,cyclist,automobile,motorcycle,truck,trsn_city_veh,emerg_veh,passenger,speeding,aggressive_driving,redlight,alcohol,disability,impact_type,involvement_type,initial_direction,vehicle_type,manoeuver,driver_action,driver_condition,pedestrian_action,pedestrian_condition,cyclist_type,cyclist_action,cyclist_condition,injury,involvement_age,injury_severity_score
44,2015-03-17 08:00:00,1737,2015,BATHURST ST,CARPENTER RD,Major Arterial,North York,43.789496,-79.446224,625013.1551,4849665.2692,Non Intersection,No Control,Clear,Daylight,Dry,36,Newtonbrook West,36,Newtonbrook West (36),Non-Fatal Injury,0,0,1,0,0,0,0,1,0,0,0,0,0,Approaching,"['Driver', 'Passenger']",North,"['Automobile, Station Wagon']",['Going Ahead'],"['Lost control', 'Driving Properly']","['Inattentive', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['35 to 39', '45 to 49', '0 to 4', '15 to 19']",3.0
45,2015-03-18 08:00:00,1050,2015,LAWRENCE AVE W,KEELE ST,Major Arterial,Etobicoke York,43.708281,-79.479152,622529.4278,4840595.9504,Non Intersection,No Control,Clear,Daylight,Dry,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Normal'],"['Crossing, no Traffic Control']",['Inattentive'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['65 to 69', '75 to 79']",3.0
46,2015-03-19 08:00:00,1645,2015,6212 YONGE ST,Not Applicable,Major Arterial,North York,43.794638,-79.4192,627176.554,4850277.5371,At/Near Private Drive,No Control,Clear,Daylight,Dry,50,Newtonbrook East,50,Newtonbrook East (50),Fatal,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon']",['Going Ahead'],['Failed to Yield Right of Way'],['Unknown'],['On Sidewalk or Shoulder'],"['Unknown', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['unknown', '75 to 79', '80 to 84']",4.0
47,2015-03-20 08:00:00,58,2015,262 TORRENS AVE,Not Applicable,Local,Toronto and East York,43.692526,-79.343501,633493.4274,4839055.5829,Unknown,No Control,Clear,Dark,Dry,58,Old East York,58,Old East York (58),Fatal,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Pedestrian', 'Driver']",North,"['Automobile, Station Wagon']",['Reversing'],['Other'],['Inattentive'],['On Sidewalk or Shoulder'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['85 to 89', '25 to 29']",4.0
48,2015-03-20 08:00:00,2010,2015,ST CLAIR AVE W,ARLINGTON AVE,Major Arterial,Toronto and East York,43.681033,-79.428859,626638.7381,4837645.2503,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,94,Wychwood,94,Wychwood (94),Fatal,1,0,0,0,0,1,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,['Street Car'],['Going Ahead'],['Failed to Yield Right of Way'],['Normal'],['Crossing with right of way'],['Medical or Physical Disability'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['25 to 29', '80 to 84']",4.0
49,2015-03-20 08:00:00,2020,2015,KING ST W,TYNDALL AVE,Major Arterial,Toronto and East York,43.638571,-79.429126,626706.5028,4832928.8787,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,85,South Parkdale,85,South Parkdale (85),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,1,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",North,"['Automobile, Station Wagon', 'Bicycle']","['Turning Left', 'Going Ahead']",['Failed to Yield Right of Way'],['Inattentive'],['Not Applicable'],['Not Applicable'],['Motorist turned left across cyclists path.'],['Driving Properly'],['Normal'],False,"['55 to 59', '45 to 49']",3.0
50,2015-03-23 08:00:00,1100,2015,HOMEWOOD AVENUE,MAITLAND PLACE,Collector,Toronto and East York,43.665728,-79.375522,630971.1954,4836028.2461,At Intersection,Stop Sign,Clear,Daylight,Dry,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,0,0,0,0,Cyclist Collisions,"['Cyclist', 'Driver']",East,"['Bicycle', 'Automobile, Station Wagon']","['Turning Left', 'Going Ahead']",['Driving Properly'],['Normal'],['Not Applicable'],['Not Applicable'],['Cyclist turned left across motorists path.'],['Disobeyed Traffic Control'],['Inattentive'],False,"['15 to 19', '60 to 64']",3.0
51,2015-03-27 08:00:00,1950,2015,EGLINTON AVE E,PHARMACY AVE,Major Arterial,Scarborough,43.725642,-79.297504,637124.7212,4842808.6721,Non Intersection,No Control,Clear,"Dark, artificial",Dry,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),Non-Fatal Injury,0,0,0,0,0,1,0,1,0,0,0,0,0,Other,"['Driver', 'Passenger']",East,['Municipal Transit Bus (TTC)'],['Slowing or Stopping'],['Driving Properly'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['55 to 59', '50 to 54']",3.0
52,2015-03-27 08:00:00,2053,2015,EGLINTON AVE E,VICTORIA PARK AVE,Major Arterial,North York,43.724711,-79.302638,636713.3249,4842696.7882,Non Intersection,No Control,Clear,"Dark, artificial",Dry,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),Fatal,1,0,1,0,0,0,0,1,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Passenger', 'Pedestrian']",Unknown,"['Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Normal'],"['Crossing, no Traffic Control']",['Other'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['60 to 64', '45 to 49', '55 to 59']",4.0
53,2015-03-28 08:00:00,1238,2015,JANE ST,MAPLE LEAF DR,Major Arterial,Etobicoke York,43.708796,-79.505435,620410.8494,4840614.6362,Non Intersection,No Control,Clear,Daylight,Dry,28,Rustic,28,Rustic (28),Non-Fatal Injury,0,0,0,1,1,0,0,0,0,0,0,0,0,Sideswipe,"['Motorcycle Driver', 'Truck Driver']",North,"['Motorcycle', 'Truck-Tractor']",['Going Ahead'],"['Lost control', 'Driving Properly']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['20 to 24', '35 to 39']",3.0
54,2015-03-28 08:00:00,1240,2015,REINER RD,WILSON HEIGHTS BLVD,Minor Arterial,North York,43.74869,-79.454883,624401.0328,4845120.1068,At Intersection,Traffic Signal,Clear,Daylight,Dry,33,Clanton Park,33,Clanton Park (33),Fatal,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",West,"['Automobile, Station Wagon']",['Turning Left'],['Failed to Yield Right of Way'],['Inattentive'],['Crossing with right of way'],['Other'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['30 to 34', '75 to 79']",4.0
55,2015-03-30 08:00:00,815,2015,WARDEN AVE,MCNICOLL AVE,Major Arterial,Scarborough,43.805693,-79.320712,635075.1501,4851661.4218,Non Intersection,No Control,Clear,Daylight,Wet,116,Steeles,116,Steeles (116),Non-Fatal Injury,0,0,1,0,0,0,0,0,0,0,0,0,0,SMV Other,['Driver'],South,"['Automobile, Station Wagon']",['Going Ahead'],['Lost control'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['35 to 39'],3.0
56,2015-03-30 08:00:00,1235,2015,70 BEAUMONDE HEIGHTS DR,Not Applicable,Local,Etobicoke York,43.743289,-79.569011,615222.6108,4844355.1881,Non Intersection,No Control,Clear,Daylight,Dry,3,Thistletown-Beaumond Heights,3,Thistletown-Beaumond Heights (3),Non-Fatal Injury,0,0,1,0,0,0,0,0,0,0,0,0,0,SMV Other,['Driver'],North,['Delivery Van'],['Going Ahead'],['Lost control'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['65 to 69'],3.0
57,2015-04-01 08:00:00,1615,2015,ISLINGTON AVE,AYLESBURY RD,Major Arterial,Etobicoke York,43.666384,-79.532947,618277.632,4835864.6214,Intersection Related,No Control,Clear,Daylight,Dry,9,Edenbridge-Humber Valley,9,Edenbridge-Humber Valley (9),Non-Fatal Injury,0,0,1,0,0,0,0,1,0,0,0,0,0,Rear End,"['Driver', 'Passenger']",North,"['Automobile, Station Wagon']","['Going Ahead', 'Stopped']","['Lost control', 'Driving Properly']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['15 to 19', '35 to 39', '45 to 49']",3.0
58,2015-04-01 08:00:00,2308,2015,F G GARDINER XY  W,STRACHAN AVE,Expressway,Toronto and East York,43.637427,-79.41212,628080.6491,4832827.9236,Unknown,No Control,Clear,"Dark, artificial",Dry,163,Fort York-Liberty Village,82,Niagara (82),Fatal,0,0,0,1,0,0,0,0,1,1,0,0,0,SMV Other,['Motorcycle Driver'],West,['Motorcycle'],['Going Ahead'],['Exceeding Speed Limit'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,['unknown'],4.0
59,2015-04-02 08:00:00,1951,2015,DON MILLS RD,LEITH HILL RD,Major Arterial,North York,43.777117,-79.347888,632952.5509,4848443.605,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,47,Don Valley Village,47,Don Valley Village (47),Non-Fatal Injury,1,0,1,0,0,0,0,1,0,1,1,0,0,Pedestrian Collisions,"['Driver', 'Passenger', 'Pedestrian']",North,"['Automobile, Station Wagon']",['Going Ahead'],['Disobeyed Traffic Control'],['Normal'],['Crossing with right of way'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['20 to 24', '50 to 54']",3.0
60,2015-04-03 08:00:00,950,2015,VICTORIA PARK AVE,COMBERMERE DR,Major Arterial,North York,43.755992,-79.314578,635680.9324,4846151.3806,Intersection Related,No Control,Clear,Daylight,Dry,119,Wexford/Maryvale,119,Wexford/Maryvale (119),Non-Fatal Injury,0,0,1,0,0,0,0,1,0,1,0,0,0,Rear End,"['Driver', 'Passenger']",South,"['Automobile, Station Wagon']","['Going Ahead', 'Slowing or Stopping', 'Stopped']","['Following too Close', 'Driving Properly']","['Inattentive', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['65 to 69', '50 to 54', '45 to 49', '35 to 39', '40 to 44', '70 to 74', '10 to 14', '15 to 19', '5 to 9']",3.0
61,2015-04-03 08:00:00,1626,2015,3231 EGLINTON AVE E,Not Applicable,Major Arterial,Scarborough,43.744261,-79.214069,643800.3624,4845018.0425,At/Near Private Drive,No Control,Clear,Daylight,Dry,139,Scarborough Village,139,Scarborough Village (139),Non-Fatal Injury,0,0,0,1,0,0,0,0,0,0,0,0,0,Sideswipe,"['Driver', 'Motorcycle Driver']",East,['Motorcycle'],"['Changing Lanes', 'Going Ahead']","['Improper Lane Change', 'Driving Properly']","['Unknown', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '60 to 64']",3.0
62,2015-04-04 08:00:00,2010,2015,BROADVIEW AVE,GERRARD ST E,Minor Arterial,Toronto and East York,43.66582,-79.352763,632805.924,4836074.646,Non Intersection,No Control,Rain,"Dark, artificial",Wet,68,North Riverdale,68,North Riverdale (68),Fatal,1,0,0,0,0,1,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,['Street Car'],['Slowing or Stopping'],['Driving Properly'],['Normal'],"['Crossing, no Traffic Control']",['Had Been Drinking'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['35 to 39', '60 to 64']",4.0
63,2015-04-04 08:00:00,2028,2015,JANE ST,EAST DR,Major Arterial,Etobicoke York,43.678931,-79.496852,621162.4783,4837310.2242,Intersection Related,Traffic Signal,Snow,"Dark, artificial",Wet,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),Non-Fatal Injury,1,0,1,0,0,0,0,1,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian', 'Passenger']",East,"['Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Normal'],['Crossing without right of way'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['70 to 74', '30 to 34']",3.0
64,2015-04-05 08:00:00,1433,2015,DON VALLEY PARKWAY  S,SPANBRIDGE,Expressway,North York,43.711615,-79.326579,634814.3533,4841203.0697,Non Intersection,No Control,Clear,Daylight,Dry,44,Flemingdon Park,44,Flemingdon Park (44),Non-Fatal Injury,0,0,1,0,0,0,0,0,0,0,0,0,0,Sideswipe,['Driver'],South,"['Automobile, Station Wagon']","['Changing Lanes', 'Going Ahead']","['Improper Lane Change', 'Driving Properly']","['Unknown', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '20 to 24']",3.0
65,2015-04-07 08:00:00,944,2015,THELMA AVE,SPADINA RD,Minor Arterial,Toronto and East York,43.689421,-79.412998,627899.3681,4838601.1927,Intersection Related,Stop Sign,Clear,Daylight,Dry,101,Forest Hill South,101,Forest Hill South (101),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon']",['Reversing'],['Other'],['Normal'],['Other'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['45 to 49', '50 to 54']",3.0
66,2015-04-08 08:00:00,1427,2015,APEX RD,LAWRENCE AVE W,Major Arterial,North York,43.713267,-79.458583,624176.3178,4841180.3236,At Intersection,Traffic Signal,Rain,Daylight,Wet,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon']",['Turning Left'],['Failed to Yield Right of Way'],['Inattentive'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['65 to 69', '55 to 59']",3.0
67,2015-04-10 08:00:00,304,2015,KENNEDY RD,EGLINTON AVE E,Major Arterial,Scarborough,43.732192,-79.267925,639491.9342,4843585.5181,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,124,Kennedy Park,124,Kennedy Park (124),Non-Fatal Injury,0,0,1,0,0,0,0,1,0,1,1,0,0,Angle,"['Driver', 'Passenger']",North,"['Automobile, Station Wagon']",['Going Ahead'],"['Driving Properly', 'Disobeyed Traffic Control']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['40 to 44', '20 to 24', '25 to 29']",3.0
68,2015-04-10 08:00:00,1154,2015,DAWES RD,DANFORTH AVE,Major Arterial,Toronto and East York,43.689288,-79.296764,637267.2843,4838772.263,Non Intersection,No Control,Clear,Daylight,Dry,62,East End-Danforth,62,East End-Danforth (62),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",South,"['Automobile, Station Wagon']","['Going Ahead', 'Parked']","['Lost control', 'Other']","['Inattentive', 'Unknown']",['Other'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['80 to 84', '45 to 49']",3.0
69,2015-04-13 08:00:00,1734,2015,WILSON AVE,WILLIAM CRAGG DR,Major Arterial,North York,43.722663,-79.499889,620829.798,4842162.8313,Unknown,No Control,Clear,Daylight,Dry,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),Fatal,0,0,1,0,0,1,0,0,0,1,0,0,0,Rear End,['Driver'],West,"['Automobile, Station Wagon', 'Municipal Transit Bus (TTC)']",['Going Ahead'],"['Following too Close', 'Driving Properly']","['Inattentive', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['85 to 89', '50 to 54']",4.0
70,2015-04-14 08:00:00,115,2015,7 INVERLEIGH DR,Not Applicable,Local,Etobicoke York,43.625903,-79.495113,621409.4556,4831423.3245,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,16,Stonegate-Queensway,16,Stonegate-Queensway (16),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon']",['Going Ahead'],['Other'],['Unknown'],['Other'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['35 to 39', '25 to 29']",3.0
71,2015-04-15 08:00:00,658,2015,FINCH AVE W,ARROW RD,Major Arterial,Etobicoke York,43.753512,-79.534999,617941.1824,4845538.4659,Non Intersection,No Control,Clear,Daylight,Dry,22,Humbermede,22,Humbermede (22),Non-Fatal Injury,0,0,1,0,0,0,1,0,0,0,0,0,0,Rear End,['Driver'],East,"['Automobile, Station Wagon', 'Other Emergency Vehicle']",['Changing Lanes'],"['Improper Lane Change', 'Driving Properly']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['25 to 29', '60 to 64']",3.0
72,2015-04-16 08:00:00,1540,2015,LAKE SHORE BLVD E,LOWER JARVIS ST,Major Arterial,Toronto and East York,43.645556,-79.369815,631475.3342,4833796.9041,At Intersection,Traffic Signal,Clear,Daylight,Dry,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),Non-Fatal Injury,0,0,1,0,0,0,0,0,0,1,0,0,0,Turning Movement,['Driver'],East,"['Automobile, Station Wagon']","['Turning Left', 'Going Ahead']","['Failed to Yield Right of Way', 'Driving Properly']","['Inattentive', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['85 to 89', '30 to 34']",3.0
73,2015-04-18 08:00:00,1724,2015,BYNG AVE,DORIS AVE,Minor Arterial,North York,43.776915,-79.413181,627698.5239,4848318.39,Non Intersection,Traffic Signal,Clear,Daylight,Dry,151,Yonge-Doris,51,Willowdale East (51),Non-Fatal Injury,0,0,1,1,0,0,0,1,1,1,0,0,0,Turning Movement,"['Driver', 'Motorcycle Driver', 'Passenger']",North,"['Automobile, Station Wagon', 'Motorcycle']","['Turning Left', 'Going Ahead']","['Failed to Yield Right of Way', 'Exceeding Speed Limit']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['55 to 59', '20 to 24', '70 to 74']",3.0
74,2015-04-20 08:00:00,1405,2015,1159 DUNDAS ST E,Not Applicable,Minor Arterial,Toronto and East York,43.664443,-79.34238,633646.1023,4835938.3857,Non Intersection,No Control,Clear,Daylight,Dry,70,South Riverdale,70,South Riverdale (70),Fatal,1,0,1,0,0,0,0,1,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Passenger', 'Pedestrian']",East,"['Automobile, Station Wagon', 'Pick Up Truck']",['Going Ahead'],"['Lost control', 'Driving Properly']","['Inattentive', 'Normal']",['On Sidewalk or Shoulder'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['15 to 19', '60 to 64', '30 to 34']",4.0
75,2015-04-20 08:00:00,2123,2015,FINCH AVE E,WAYSIDE AVE,Major Arterial,Scarborough,43.800505,-79.29964,636781.9542,4851119.8246,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,148,East L'Amoreaux,117,L'Amoreaux (117),Non-Fatal Injury,0,0,1,0,0,0,0,1,1,1,0,1,0,Rear End,"['Driver', 'Passenger']",West,"['Passenger Van', 'Automobile, Station Wagon']",['Going Ahead'],"['Lost control', 'Other']","['Normal', 'Ability Impaired, Alcohol Over .08']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['35 to 39', '50 to 54', '20 to 24', '15 to 19']",3.0
76,2015-04-22 08:00:00,100,2015,KINGSTON RD,COLUMBINE AVE,Major Arterial,Toronto and East York,43.671492,-79.310367,636211.244,4836773.3428,Non Intersection,No Control,Rain,Dark,Wet,63,The Beaches,63,The Beaches (63),Non-Fatal Injury,0,0,1,0,0,0,0,0,0,1,0,0,0,SMV Unattended Vehicle,['Driver'],West,"['Automobile, Station Wagon']",['Going Ahead'],['Lost control'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['45 to 49'],3.0
77,2015-04-22 08:00:00,1402,2015,3 RAINIER SQ,Not Applicable,Local,Scarborough,43.794242,-79.303012,636524.9612,4850418.6507,Private Driveway,Stop Sign,Clear,Daylight,Dry,148,East L'Amoreaux,117,L'Amoreaux (117),Non-Fatal Injury,0,0,1,0,0,0,0,1,1,1,0,0,0,SMV Other,"['Driver', 'Passenger']",South,"['Automobile, Station Wagon']",['Turning Left'],['Lost control'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['20 to 24', '15 to 19']",3.0
78,2015-04-22 08:00:00,1715,2015,130 TORYORK DR,Not Applicable,Collector,Etobicoke York,43.757266,-79.55305,616480.6772,4845929.8587,Non Intersection,No Control,Clear,Daylight,Dry,21,Humber Summit,21,Humber Summit (21),Non-Fatal Injury,0,0,1,0,0,0,0,0,0,1,0,0,0,Rear End,['Driver'],North,"['Passenger Van', 'Automobile, Station Wagon']","['Going Ahead', 'Slowing or Stopping']","['Following too Close', 'Driving Properly']","['Inattentive', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['40 to 44', '55 to 59']",3.0
79,2015-04-23 08:00:00,648,2015,NEILSON RD,CROW TRL,Minor Arterial,Scarborough,43.812205,-79.225742,642698.7298,4852544.1,At Intersection,Traffic Signal,Clear,Daylight,Dry,145,Malvern West,132,Malvern (132),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Normal'],['Crossing without right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['60 to 64', '65 to 69']",3.0
